"ParkName","Region","State","Year","RecreationVisits"
"Badlands NP","Midwest","SD","2018","1008942"
"Sequoia NP","Pacific West","CA","1997","1008931"
"Kings Canyon NP","Pacific West","CA","1988","1007695"
"Mount Rainier NP","Pacific West","WA","1982","1007300"
"Badlands NP","Midwest","SD","2022","1006809"
"Sequoia NP","Pacific West","CA","2011","1006583"
"Hawaii Volcanoes NP","Pacific West","HI","1987","1006058"
"New River Gorge NP & PRES","Northeast","WV","1993","1005598"
"Cuyahoga Valley NP","Midwest","OH","1985","1004858"
"Sequoia NP","Pacific West","CA","2005","1004843"
"Haleakala NP","Pacific West","HI","1984","1003821"
"Sequoia NP","Pacific West","CA","2010","1002979"
"Sequoia NP","Pacific West","CA","2004","1000177"
"Death Valley NP","Pacific West","CA","1993","998474"
"Arches NP","Intermountain","UT","2009","996312"
"Badlands NP","Midwest","SD","2016","996263"
"Everglades NP","Southeast","FL","2000","995390"
"Bryce Canyon NP","Intermountain","UT","1995","994548"
"Haleakala NP","Pacific West","HI","2019","994394"
"Joshua Tree NP","Pacific West","CA","1989","990214"
"Everglades NP","Southeast","FL","1997","989532"
"Badlands NP","Midwest","SD","2015","989354"
"Bryce Canyon NP","Intermountain","UT","2004","987253"
"Death Valley NP","Pacific West","CA","2010","984775"
"Death Valley NP","Pacific West","CA","2012","984568"
"Hawaii Volcanoes NP","Pacific West","HI","1988","983007"
"Capitol Reef NP","Intermountain","UT","2020","981038"
"Sequoia NP","Pacific West","CA","2023","980567"
"Sequoia NP","Pacific West","CA","1984","979632"
"Sequoia NP","Pacific West","CA","2007","979537"
"Sequoia NP","Pacific West","CA","2003","979297"
"Badlands NP","Midwest","SD","2010","977778"
"Everglades NP","Southeast","FL","1993","973706"
"Death Valley NP","Pacific West","CA","1994","971487"
"Badlands NP","Midwest","SD","2019","970998"
"Badlands NP","Midwest","SD","1997","970696"
"Everglades NP","Southeast","FL","2002","968909"
"Sequoia NP","Pacific West","CA","2009","965170"
"Saguaro NP","Intermountain","AZ","2017","964760"
"Sequoia NP","Pacific West","CA","1992","961095"
"Everglades NP","Southeast","FL","1990","957925"
"Saguaro NP","Intermountain","AZ","2018","957405"
"Haleakala NP","Pacific West","HI","2011","956989"
"Badlands NP","Midwest","SD","2001","955469"
"Joshua Tree NP","Pacific West","CA","1988","955246"
"Sequoia NP","Pacific West","CA","2006","954507"
"Everglades NP","Southeast","FL","2006","954022"
"Badlands NP","Midwest","SD","1980","952652"
"Death Valley NP","Pacific West","CA","2013","951972"
"Badlands NP","Midwest","SD","1999","950453"
"Badlands NP","Midwest","SD","1985","950242"
"Death Valley NP","Pacific West","CA","2011","946867"
"Saguaro NP","Intermountain","AZ","2024","946369"
"Everglades NP","Southeast","FL","2021","942130"
"Capitol Reef NP","Intermountain","UT","2015","941029"
"New River Gorge NP & PRES","Northeast","WV","1992","940310"
"Cuyahoga Valley NP","Midwest","OH","1983","939562"
"Sequoia NP","Pacific West","CA","1985","939468"
"Kings Canyon NP","Pacific West","CA","1984","937262"
"Petrified Forest NP","Intermountain","AZ","1993","936429"
"Badlands NP","Midwest","SD","2004","936030"
"Petrified Forest NP","Intermountain","AZ","1995","935065"
"Everglades NP","Southeast","FL","2011","934351"
"Badlands NP","Midwest","SD","2009","933918"
"Everglades NP","Southeast","FL","2016","930907"
"Petrified Forest NP","Intermountain","AZ","1992","930031"
"Sequoia NP","Pacific West","CA","2008","930011"
"Bryce Canyon NP","Intermountain","UT","1991","929067"
"Arches NP","Intermountain","UT","2008","928795"
"Petrified Forest NP","Intermountain","AZ","1994","922927"
"Sequoia NP","Pacific West","CA","2002","920292"
"Badlands NP","Midwest","SD","2020","916932"
"Everglades NP","Southeast","FL","2010","915538"
"Everglades NP","Southeast","FL","1989","913372"
"Canyonlands NP","Intermountain","UT","2021","911594"
"Sequoia NP","Pacific West","CA","2013","909274"
"Badlands NP","Midwest","SD","2005","909146"
"Badlands NP","Midwest","SD","2002","908898"
"Saguaro NP","Intermountain","AZ","2022","908194"
"Bryce Canyon NP","Intermountain","UT","2003","903760"
"Everglades NP","Southeast","FL","2009","900882"
"Hawaii Volcanoes NP","Pacific West","HI","1986","898023"
"Death Valley NP","Pacific West","CA","2002","897596"
"Badlands NP","Midwest","SD","2013","892372"
"Bryce Canyon NP","Intermountain","UT","2006","890676"
"Death Valley NP","Pacific West","CA","2003","890375"
"Everglades NP","Southeast","FL","1996","890167"
"Badlands NP","Midwest","SD","2007","886654"
"Everglades NP","Southeast","FL","1994","886455"
"Bryce Canyon NP","Intermountain","UT","2002","886436"
"Badlands NP","Midwest","SD","2012","883406"
"Petrified Forest NP","Intermountain","AZ","1991","874521"
"Kings Canyon NP","Pacific West","CA","1985","874456"
"Wind Cave NP","Midwest","SD","2003","874167"
"Sequoia NP","Pacific West","CA","1999","873229"
"Death Valley NP","Pacific West","CA","2008","871938"
"Wind Cave NP","Midwest","SD","1994","871061"
"Badlands NP","Midwest","SD","2003","871034"
"Badlands NP","Midwest","SD","2011","870741"
"Sequoia NP","Pacific West","CA","2001","870327"
"Arches NP","Intermountain","UT","1999","869980"
"Death Valley NP","Pacific West","CA","1992","869183"
"Badlands NP","Midwest","SD","2014","868094"
"Haleakala NP","Pacific West","HI","1983","864289"
"Bryce Canyon NP","Intermountain","UT","1990","862659"
"Sequoia NP","Pacific West","CA","1980","862397"
"Sequoia NP","Pacific West","CA","1998","861303"
"Arches NP","Intermountain","UT","2007","860181"
"Arches NP","Intermountain","UT","1995","859374"
"Arches NP","Intermountain","UT","1997","858525"
"North Cascades NP","Pacific West","WA","1983","858041"
"Badlands NP","Midwest","SD","1979","858000"
"Petrified Forest NP","Intermountain","AZ","1988","857031"
"North Cascades NP","Pacific West","WA","1982","857016"
"Arches NP","Intermountain","UT","1996","856016"
"Sequoia NP","Pacific West","CA","1983","854233"
"Haleakala NP","Pacific West","HI","2021","853181"
"Wind Cave NP","Midwest","SD","1998","849974"
"Badlands NP","Midwest","SD","2008","845734"
"Petrified Forest NP","Intermountain","AZ","1990","844592"
"Sequoia NP","Pacific West","CA","1995","844582"
"Badlands NP","Midwest","SD","2006","840118"
"Sequoia NP","Pacific West","CA","2000","838947"
"Virgin Islands NP","Southeast","VI","1988","838684"
"Sequoia NP","Pacific West","CA","1996","838060"
"Arches NP","Intermountain","UT","1998","837161"
"Petrified Forest NP","Intermountain","AZ","2014","836799"
"Arches NP","Intermountain","UT","2006","833049"
"Kings Canyon NP","Pacific West","CA","1995","832794"
"Wind Cave NP","Midwest","SD","1997","832033"
"Kings Canyon NP","Pacific West","CA","1982","831044"
"Joshua Tree NP","Pacific West","CA","1987","830085"
"Petrified Forest NP","Intermountain","AZ","1996","829495"
"North Cascades NP","Pacific West","WA","1981","829026"
"Death Valley NP","Pacific West","CA","2009","828574"
"Saguaro NP","Intermountain","AZ","1993","828267"
"Petrified Forest NP","Intermountain","AZ","1989","824141"
"Petrified Forest NP","Intermountain","AZ","1997","823266"
"Everglades NP","Southeast","FL","2008","822118"
"Virgin Islands NP","Southeast","VI","2003","821681"
"Everglades NP","Southeast","FL","1995","820466"
"Saguaro NP","Intermountain","AZ","2016","820426"
"Death Valley NP","Pacific West","CA","2020","820023"
"Kings Canyon NP","Pacific West","CA","1980","819065"
"Canyonlands NP","Intermountain","UT","2024","818492"
"Hawaii Volcanoes NP","Pacific West","HI","1985","816652"
"Petrified Forest NP","Intermountain","AZ","1998","816506"
"Wind Cave NP","Midwest","SD","2002","810298"
"Everglades NP","Southeast","FL","2023","810189"
"Saguaro NP","Intermountain","AZ","1992","810059"
"Bryce Canyon NP","Intermountain","UT","1989","808045"
"Virgin Islands NP","Southeast","VI","1993","807093"
"Wind Cave NP","Midwest","SD","1995","805688"
"Kings Canyon NP","Pacific West","CA","1979","804175"
"Virgin Islands NP","Southeast","VI","2005","803040"
"Canyonlands NP","Intermountain","UT","2023","800322"
"Death Valley NP","Pacific West","CA","2005","800113"
"Arches NP","Intermountain","UT","1992","799831"
"Sequoia NP","Pacific West","CA","1979","799576"
"Sequoia NP","Pacific West","CA","2020","796086"
"Theodore Roosevelt NP","Midwest","ND","2021","796085"
"North Cascades NP","Pacific West","WA","1980","796079"
"Virgin Islands NP","Southeast","VI","2004","793590"
"Petrified Forest NP","Intermountain","AZ","2015","793225"
"Carlsbad Caverns NP","Intermountain","NM","1989","792378"
"Bryce Canyon NP","Intermountain","UT","1988","791348"
"Haleakala NP","Pacific West","HI","2023","791292"
"Everglades NP","Southeast","FL","1987","787493"
"Capitol Reef NP","Intermountain","UT","2014","786514"
"Arches NP","Intermountain","UT","2000","786429"
"Carlsbad Caverns NP","Intermountain","NM","1988","786135"
"Virgin Islands NP","Southeast","VI","1987","785354"
"Haleakala NP","Pacific West","HI","2013","785300"
"Joshua Tree NP","Pacific West","CA","1986","783224"
"White Sands NP","Intermountain","NM","2021","782469"
"Carlsbad Caverns NP","Intermountain","NM","1982","781963"
"Arches NP","Intermountain","UT","2005","781670"
"Carlsbad Caverns NP","Intermountain","NM","1987","781300"
"Wind Cave NP","Midwest","SD","1996","781171"
"Canyonlands NP","Intermountain","UT","2022","779147"
"Arches NP","Intermountain","UT","1994","777178"
"Kings Canyon NP","Pacific West","CA","1981","776850"
"Canyonlands NP","Intermountain","UT","2016","776218"
"Arches NP","Intermountain","UT","1993","773678"
"Virgin Islands NP","Southeast","VI","1992","772470"
"Mesa Verde NP","Intermountain","CO","1988","772183"
"New River Gorge NP & PRES","Northeast","WV","1991","772172"
"Carlsbad Caverns NP","Intermountain","NM","1981","771766"
"Haleakala NP","Pacific West","HI","1982","771762"
"Arches NP","Intermountain","UT","2002","769672"
"Saguaro NP","Intermountain","AZ","1994","768685"
"Virgin Islands NP","Southeast","VI","1986","766458"
"Kings Canyon NP","Pacific West","CA","1983","765755"
"Saguaro NP","Intermountain","AZ","2000","765195"
"Death Valley NP","Pacific West","CA","2004","764820"
"Saguaro NP","Intermountain","AZ","2020","762226"
"Wind Cave NP","Midwest","SD","1999","761717"
"Petrified Forest NP","Intermountain","AZ","1986","761257"
"Petrified Forest NP","Intermountain","AZ","1987","758082"
"Arches NP","Intermountain","UT","2003","757781"
"Crater Lake NP","Pacific West","OR","2016","756344"
"Arches NP","Intermountain","UT","2001","754026"
"Theodore Roosevelt NP","Midwest","ND","2016","753880"
"Saguaro NP","Intermountain","AZ","2015","753446"
"Carlsbad Caverns NP","Intermountain","NM","1986","752552"
"Theodore Roosevelt NP","Midwest","ND","2018","749389"
"Saguaro NP","Intermountain","AZ","1999","749014"
"Petrified Forest NP","Intermountain","AZ","1981","747832"
"Mammoth Cave NP","Southeast","KY","2024","747042"
"Carlsbad Caverns NP","Intermountain","NM","1990","747016"
"Theodore Roosevelt NP","Midwest","ND","2023","746862"
"Death Valley NP","Pacific West","CA","2006","744440"
"Everglades NP","Southeast","FL","1980","744244"
"Death Valley NP","Pacific West","CA","1991","743608"
"North Cascades NP","Pacific West","WA","1979","742997"
"Canyonlands NP","Intermountain","UT","2017","742271"
"Mesa Verde NP","Intermountain","CO","1992","742080"
"Everglades NP","Southeast","FL","2024","741983"
"Canyonlands NP","Intermountain","UT","2018","739449"
"Saguaro NP","Intermountain","AZ","1997","739410"
"Everglades NP","Southeast","FL","1986","739072"
"Petrified Forest NP","Intermountain","AZ","1985","736659"
"Glacier Bay NP & PRES","Alaska","AK","2024","736282"
"Canyonlands NP","Intermountain","UT","2019","733996"
"Arches NP","Intermountain","UT","2004","733131"
"Theodore Roosevelt NP","Midwest","ND","2024","732951"
"Saguaro NP","Intermountain","AZ","1995","732813"
"Carlsbad Caverns NP","Intermountain","NM","1985","732482"
"Haleakala NP","Pacific West","HI","2024","732477"
"White Sands NP","Intermountain","NM","2023","729096"
"Mesa Verde NP","Intermountain","CO","1987","728566"
"Saguaro NP","Intermountain","AZ","2005","727208"
"Kings Canyon NP","Pacific West","CA","1994","725930"
"Saguaro NP","Intermountain","AZ","2001","725874"
"Carlsbad Caverns NP","Intermountain","NM","1979","721647"
"Crater Lake NP","Pacific West","OR","2018","720659"
"Bryce Canyon NP","Intermountain","UT","1987","718342"
"Everglades NP","Southeast","FL","1979","718102"
"Cuyahoga Valley NP","Midwest","OH","1982","717815"
"Saguaro NP","Intermountain","AZ","2010","717614"
"Saguaro NP","Intermountain","AZ","1998","716160"
"Petrified Forest NP","Intermountain","AZ","1984","714761"
"Carlsbad Caverns NP","Intermountain","NM","1984","712989"
"Carlsbad Caverns NP","Intermountain","NM","1983","712247"
"Crater Lake NP","Pacific West","OR","2017","711749"
"Petrified Forest NP","Intermountain","AZ","1982","710619"
"Virgin Islands NP","Southeast","VI","1991","710180"
"Wind Cave NP","Midwest","SD","2021","709001"
"Biscayne NP","Southeast","FL","2019","708522"
"Petrified Forest NP","Intermountain","AZ","1983","708512"
"Theodore Roosevelt NP","Midwest","ND","2017","708003"
"Saguaro NP","Intermountain","AZ","1989","706191"
"Arches NP","Intermountain","UT","1991","705882"
"Biscayne NP","Southeast","FL","2021","705655"
"White Sands NP","Intermountain","NM","2022","705127"
"Crater Lake NP","Pacific West","OR","2019","704512"
"Death Valley NP","Pacific West","CA","2007","704122"
"Virgin Islands NP","Southeast","VI","2000","703992"
"Glacier Bay NP & PRES","Alaska","AK","2023","703659"
"Theodore Roosevelt NP","Midwest","ND","1981","702873"
"Saguaro NP","Intermountain","AZ","1990","702328"
"Everglades NP","Southeast","FL","2020","702319"
"White Sands NP","Intermountain","NM","2024","702236"
"Biscayne NP","Southeast","FL","2022","701023"
"Virgin Islands NP","Southeast","VI","1985","699398"
"Kings Canyon NP","Pacific West","CA","2024","699389"
"Saguaro NP","Intermountain","AZ","1984","699292"
"Saguaro NP","Intermountain","AZ","2008","699137"
"Kings Canyon NP","Pacific West","CA","2018","699023"
"Everglades NP","Southeast","FL","1985","697646"
"Virgin Islands NP","Southeast","VI","2002","693494"
"Kings Canyon NP","Pacific West","CA","2017","692932"
"Death Valley NP","Pacific West","CA","1988","692267"
"Theodore Roosevelt NP","Midwest","ND","2019","691658"
"Death Valley NP","Pacific West","CA","1990","690965"
"Saguaro NP","Intermountain","AZ","1987","689933"
"Carlsbad Caverns NP","Intermountain","NM","1992","688742"
"Carlsbad Caverns NP","Intermountain","NM","1993","687161"
"Biscayne NP","Southeast","FL","2008","686062"
"Mesa Verde NP","Intermountain","CO","1994","685031"
"Petrified Forest NP","Intermountain","AZ","1980","683121"
"North Cascades NP","Pacific West","WA","1986","683056"
"Capitol Reef NP","Intermountain","UT","1999","680153"
"Death Valley NP","Pacific West","CA","1982","679992"
"Carlsbad Caverns NP","Intermountain","NM","1991","679450"
"Saguaro NP","Intermountain","AZ","1991","679034"
"Saguaro NP","Intermountain","AZ","2013","678261"
"Mesa Verde NP","Intermountain","CO","1991","678075"
"Capitol Reef NP","Intermountain","UT","1996","678012"
"Virgin Islands NP","Southeast","VI","2001","677401"
"Virgin Islands NP","Southeast","VI","2006","677289"
"Redwood NP","Pacific West","CA","1988","677135"
"Theodore Roosevelt NP","Midwest","ND","1982","677014"
"Virgin Islands NP","Southeast","VI","1983","676800"
"Capitol Reef NP","Intermountain","UT","1992","675837"
"Saguaro NP","Intermountain","AZ","1988","675397"
"Haleakala NP","Pacific West","HI","1979","673955"
"Saguaro NP","Intermountain","AZ","2014","673572"
"Virgin Islands NP","Southeast","VI","1982","673480"
"Capitol Reef NP","Intermountain","UT","2012","673345"
"Joshua Tree NP","Pacific West","CA","1982","673201"
"Carlsbad Caverns NP","Intermountain","NM","1980","672963"
"Glacier Bay NP & PRES","Alaska","AK","2019","672087"
"Saguaro NP","Intermountain","AZ","1996","671643"
"Petrified Forest NP","Intermountain","AZ","1979","671583"
"Joshua Tree NP","Pacific West","CA","1983","671426"
"Crater Lake NP","Pacific West","OR","2020","670500"
"Capitol Reef NP","Intermountain","UT","2011","668834"
"Theodore Roosevelt NP","Midwest","ND","2022","668679"
"Wind Cave NP","Midwest","SD","2000","668507"
"Petrified Forest NP","Intermountain","AZ","1999","666978"
"White Sands NP","Intermountain","NM","1986","666879"
"Virgin Islands NP","Southeast","VI","1984","666435"
"Mesa Verde NP","Intermountain","CO","1993","666054"
"Death Valley NP","Pacific West","CA","1987","665345"
"Saguaro NP","Intermountain","AZ","2009","665234"
"Petrified Forest NP","Intermountain","AZ","2012","664857"
"Virgin Islands NP","Southeast","VI","1990","664735"
"Petrified Forest NP","Intermountain","AZ","2010","664725"
"Death Valley NP","Pacific West","CA","1989","664449"
"Virgin Islands NP","Southeast","VI","1989","664032"
"Joshua Tree NP","Pacific West","CA","1984","663798"
"Mesa Verde NP","Intermountain","CO","1995","663794"
"Capitol Reef NP","Intermountain","UT","2013","663670"
"Mammoth Cave NP","Southeast","KY","2022","663147"
"Capitol Reef NP","Intermountain","UT","2010","662661"
"Wind Cave NP","Midwest","SD","1992","660296"
"Mesa Verde NP","Intermountain","CO","1986","658888"
"Saguaro NP","Intermountain","AZ","2007","658477"
"Wind Cave NP","Midwest","SD","2018","656397"
"Mesa Verde NP","Intermountain","CO","1985","656271"
"Capitol Reef NP","Intermountain","UT","1998","656026"
"Mammoth Cave NP","Southeast","KY","2023","654450"
"Redwood NP","Pacific West","CA","1989","654115"
"North Cascades NP","Pacific West","WA","1987","651606"
"Saguaro NP","Intermountain","AZ","2004","651464"
"Wind Cave NP","Midwest","SD","2001","650357"
"Capitol Reef NP","Intermountain","UT","1995","648864"
"Crater Lake NP","Pacific West","OR","2021","647751"
"Petrified Forest NP","Intermountain","AZ","2018","644922"
"Petrified Forest NP","Intermountain","AZ","2013","644648"
"Saguaro NP","Intermountain","AZ","2003","643697"
"Petrified Forest NP","Intermountain","AZ","2019","643588"
"Petrified Forest NP","Intermountain","AZ","2016","643274"
"Kings Canyon NP","Pacific West","CA","2023","643065"
"Denali NP & PRES","Alaska","AK","2017","642809"
"Joshua Tree NP","Pacific West","CA","1985","641172"
"Kings Canyon NP","Pacific West","CA","2022","640986"
"Theodore Roosevelt NP","Midwest","ND","2012","640555"
"North Cascades NP","Pacific West","WA","1984","637836"
"Kings Canyon NP","Pacific West","CA","1992","637446"
"Saguaro NP","Intermountain","AZ","1985","636711"
"Kings Canyon NP","Pacific West","CA","1993","636515"
"Mesa Verde NP","Intermountain","CO","1999","635736"
"Death Valley NP","Pacific West","CA","1983","635582"
"Virgin Islands NP","Southeast","VI","1994","635291"
"Saguaro NP","Intermountain","AZ","1983","634688"
"Canyonlands NP","Intermountain","UT","2015","634607"
"Saguaro NP","Intermountain","AZ","2012","634286"
"Kings Canyon NP","Pacific West","CA","2019","632110"
"Haleakala NP","Pacific West","HI","1981","631684"
"Petrified Forest NP","Intermountain","AZ","2009","631613"
"Death Valley NP","Pacific West","CA","1979","631152"
"Death Valley NP","Pacific West","CA","1981","630402"
"White Sands NP","Intermountain","NM","1997","629507"
"North Cascades NP","Pacific West","WA","1985","629234"
"Everglades NP","Southeast","FL","1984","628658"
"Petrified Forest NP","Intermountain","AZ","2017","627757"
"Mesa Verde NP","Intermountain","CO","1997","627720"
"Capitol Reef NP","Intermountain","UT","1997","625680"
"Theodore Roosevelt NP","Midwest","ND","2010","623748"
"Redwood NP","Pacific West","CA","2024","622883"
"Death Valley NP","Pacific West","CA","1984","621197"
"Arches NP","Intermountain","UT","1990","620719"
"Saguaro NP","Intermountain","AZ","2006","619983"
"Wind Cave NP","Midwest","SD","2017","619924"
"Death Valley NP","Pacific West","CA","1980","618140"
"Capitol Reef NP","Intermountain","UT","1991","618056"
"Wind Cave NP","Midwest","SD","2016","617377"
"Mesa Verde NP","Intermountain","CO","1996","617360"
"Capitol Reef NP","Intermountain","UT","2009","617208"
"Carlsbad Caverns NP","Intermountain","NM","1994","617087"
"White Sands NP","Intermountain","NM","1996","616699"
"Wind Cave NP","Midwest","SD","2019","615350"
"Saguaro NP","Intermountain","AZ","2002","615045"
"Crater Lake NP","Pacific West","OR","2015","614712"
"Petrified Forest NP","Intermountain","AZ","2011","614054"
"Channel Islands NP","Pacific West","CA","2002","613935"
"Mesa Verde NP","Intermountain","CO","2017","613788"
"Saguaro NP","Intermountain","AZ","1986","613651"
"Joshua Tree NP","Pacific West","CA","1981","612966"
"Capitol Reef NP","Intermountain","UT","2000","612656"
"Wind Cave NP","Midwest","SD","2005","612478"
"White Sands NP","Intermountain","NM","2017","612468"
"Wind Cave NP","Midwest","SD","2015","612198"
"Mesa Verde NP","Intermountain","CO","1990","611375"
"Saguaro NP","Intermountain","AZ","1980","611317"
"White Sands NP","Intermountain","NM","1993","611252"
"Redwood NP","Pacific West","CA","1987","610897"
"Capitol Reef NP","Intermountain","UT","1993","610707"
"Saguaro NP","Intermountain","AZ","2011","610045"
"Kings Canyon NP","Pacific West","CA","2009","609296"
"Biscayne NP","Southeast","FL","2006","608836"
"White Sands NP","Intermountain","NM","2019","608785"
"Biscayne NP","Southeast","FL","1987","607968"
"Kings Canyon NP","Pacific West","CA","2016","607479"
"Wind Cave NP","Midwest","SD","2022","607418"
"Channel Islands NP","Pacific West","CA","1999","607057"
"North Cascades NP","Pacific West","WA","1988","605967"
"Capitol Reef NP","Intermountain","UT","1994","605324"
"Petrified Forest NP","Intermountain","AZ","2000","605192"
"Capitol Reef NP","Intermountain","UT","2008","604811"
"White Sands NP","Intermountain","NM","1995","604796"
"Mesa Verde NP","Intermountain","CO","1998","604556"
"Mesa Verde NP","Intermountain","CO","1983","604115"
"Wind Cave NP","Midwest","SD","2007","603158"
"White Sands NP","Intermountain","NM","2018","603008"
"Mesa Verde NP","Intermountain","CO","1982","602968"
"Great Sand Dunes NP & PRES","Intermountain","CO","2021","602613"
"Denali NP & PRES","Alaska","AK","2019","601152"
"Mesa Verde NP","Intermountain","CO","1989","600045"
"Petrified Forest NP","Intermountain","AZ","2005","598378"
"Kings Canyon NP","Pacific West","CA","2010","598205"
"Mammoth Cave NP","Southeast","KY","2006","597934"
"Glacier Bay NP & PRES","Alaska","AK","2018","597915"
"Everglades NP","Southeast","FL","2018","597124"
"Wind Cave NP","Midwest","SD","1991","597057"
"Cuyahoga Valley NP","Midwest","OH","1981","596300"
"Theodore Roosevelt NP","Midwest","ND","1980","595734"
"Kings Canyon NP","Pacific West","CA","2005","594893"
"Denali NP & PRES","Alaska","AK","2018","594660"
"Wind Cave NP","Midwest","SD","2004","593877"
"White Sands NP","Intermountain","NM","1998","592957"
"Virgin Islands NP","Southeast","VI","1997","592537"
"Wind Cave NP","Midwest","SD","2023","592459"
"Denali NP & PRES","Alaska","AK","1988","592431"
"Theodore Roosevelt NP","Midwest","ND","1979","591646"
"Wind Cave NP","Midwest","SD","2006","591049"
"Kings Canyon NP","Pacific West","CA","2012","591033"
"Joshua Tree NP","Pacific West","CA","1979","590543"
"White Sands NP","Intermountain","NM","1992","590371"
"Petrified Forest NP","Intermountain","AZ","2021","590334"
"Biscayne NP","Southeast","FL","1989","589957"
"Hawaii Volcanoes NP","Pacific West","HI","2020","589775"
"Carlsbad Caverns NP","Intermountain","NM","1995","588609"
"Mesa Verde NP","Intermountain","CO","1981","588608"
"White Sands NP","Intermountain","NM","1991","588543"
"Wind Cave NP","Midwest","SD","2009","587868"
"Mammoth Cave NP","Southeast","KY","2017","587853"
"Denali NP & PRES","Alaska","AK","2016","587412"
"Theodore Roosevelt NP","Midwest","ND","2009","586928"
"Death Valley NP","Pacific West","CA","1986","586668"
"Mammoth Cave NP","Southeast","KY","2016","586514"
"Wind Cave NP","Midwest","SD","1990","586464"
"Petrified Forest NP","Intermountain","AZ","2003","586245"
"Channel Islands NP","Pacific West","CA","2003","585919"
"Biscayne NP","Southeast","FL","1995","584519"
"Petrified Forest NP","Intermountain","AZ","2001","583904"
"Mesa Verde NP","Intermountain","CO","2016","583527"
"White Sands NP","Intermountain","NM","1994","583061"
"White Sands NP","Intermountain","NM","1990","582487"
"Petrified Forest NP","Intermountain","AZ","2006","581681"
"Big Bend NP","Intermountain","TX","2021","581220"
"White Sands NP","Intermountain","NM","1979","580814"
"Kings Canyon NP","Pacific West","CA","2007","580129"
"Theodore Roosevelt NP","Midwest","ND","2015","580033"
"Petrified Forest NP","Intermountain","AZ","2004","580000"
"Bryce Canyon NP","Intermountain","UT","1986","578018"
"Wind Cave NP","Midwest","SD","1988","578016"
"Biscayne NP","Southeast","FL","1986","578013"
"Everglades NP","Southeast","FL","1983","577439"
"Wind Cave NP","Midwest","SD","2010","577141"
"Death Valley NP","Pacific West","CA","1985","576679"
"Denali NP & PRES","Alaska","AK","1987","575013"
"Kings Canyon NP","Pacific West","CA","2008","574870"
"Channel Islands NP","Pacific West","CA","1998","574270"
"Wind Cave NP","Midwest","SD","2008","573433"
"Biscayne NP","Southeast","FL","1990","573376"
"Mesa Verde NP","Intermountain","CO","2011","572329"
"Petrified Forest NP","Intermountain","AZ","2002","571586"
"Bryce Canyon NP","Intermountain","UT","1980","571541"
"Virgin Islands NP","Southeast","VI","2007","571382"
"Biscayne NP","Southeast","FL","2023","571242"
"White Sands NP","Intermountain","NM","1989","568530"
"Redwood NP","Pacific West","CA","1986","567849"
"White Sands NP","Intermountain","NM","1987","567613"
"Kings Canyon NP","Pacific West","CA","2013","567544"
"Mammoth Cave NP","Southeast","KY","2015","566895"
"Kings Canyon NP","Pacific West","CA","2011","566810"
"Saguaro NP","Intermountain","AZ","1982","566807"
"Virgin Islands NP","Southeast","VI","1981","566528"
"Saguaro NP","Intermountain","AZ","1979","566486"
"Everglades NP","Southeast","FL","1981","564721"
"Biscayne NP","Southeast","FL","2005","563728"
"Wind Cave NP","Midwest","SD","1987","563720"
"Petrified Forest NP","Intermountain","AZ","2007","563590"
"Mesa Verde NP","Intermountain","CO","2018","563420"
"Theodore Roosevelt NP","Midwest","ND","2011","563407"
"Cuyahoga Valley NP","Midwest","OH","1980","563300"
"Kings Canyon NP","Pacific West","CA","2021","562918"
"Capitol Reef NP","Intermountain","UT","1990","562477"
"Wind Cave NP","Midwest","SD","1989","561758"
"Big Bend NP","Intermountain","TX","2024","561458"
"Denali NP & PRES","Alaska","AK","2015","560757"
"Haleakala NP","Pacific West","HI","1980","560238"
"Crater Lake NP","Pacific West","OR","2023","559976"
"Mesa Verde NP","Intermountain","CO","2010","559712"
"Theodore Roosevelt NP","Midwest","ND","2014","559580"
"Kings Canyon NP","Pacific West","CA","1999","559534"
"Petrified Forest NP","Intermountain","AZ","2024","559254"
"Denali NP & PRES","Alaska","AK","1991","558870"
"Bryce Canyon NP","Intermountain","UT","1979","558095"
"Mesa Verde NP","Intermountain","CO","2006","557248"
"Carlsbad Caverns NP","Intermountain","NM","1996","557217"
"Virgin Islands NP","Southeast","VI","1998","556849"
"White Sands NP","Intermountain","NM","1981","556494"
"Mesa Verde NP","Intermountain","CO","2019","556203"
"White Sands NP","Intermountain","NM","1988","556185"
"Kings Canyon NP","Pacific West","CA","2003","555987"
"Arches NP","Intermountain","UT","1989","555809"
"White Sands NP","Intermountain","NM","2016","555793"
"Capitol Reef NP","Intermountain","UT","2007","554907"
"White Sands NP","Intermountain","NM","1999","553948"
"Kings Canyon NP","Pacific West","CA","2006","552766"
"Redwood NP","Pacific West","CA","1995","552464"
"Mammoth Cave NP","Southeast","KY","2019","551590"
"Mesa Verde NP","Intermountain","CO","2008","551446"
"Glacier Bay NP & PRES","Alaska","AK","2015","551353"
"Theodore Roosevelt NP","Midwest","ND","2020","551303"
"Mesa Verde NP","Intermountain","CO","2009","550377"
"Capitol Reef NP","Intermountain","UT","2005","550255"
"Everglades NP","Southeast","FL","1982","550168"
"Virgin Islands NP","Southeast","VI","1979","549732"
"Capitol Reef NP","Intermountain","UT","2004","549708"
"Redwood NP","Pacific West","CA","1981","549461"
"Mesa Verde NP","Intermountain","CO","2021","548477"
"Virgin Islands NP","Southeast","VI","1980","547918"
